,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR-FUEL USE - 2008  1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUGUST 2010,,,,,,,                      (THOUSANDS OF GALLONS),,,,,,,,,,TABLE MF-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COMBINED  GASOLINE AND GASOHOL,,,,,,,,,,,SPECIAL FUEL,SUMMARY OF TOTAL USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HIGHWAY USE,,,,,NONHIGHWAY USE,,,,,,,HIGHWAY,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,,PUBLIC USE,,,,,,,,LOSSES,,PRIVATE,,,,NON-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRIVATE,,"STATE,",,,PRIVATE,"STATE,",,TOTAL,ACTUAL,TOTAL,AND,,PERCENT,,HIGHWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AND,FEDERAL,"COUNTY,",,TOTAL,AND,"COUNTY,",TOTAL,USE,(For attribution,CONSUMPTION,COMMERCIAL,AMOUNT,CHANGE,,(GASOLINE,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COMMERCIAL,CIVILIAN,AND,TOTAL,,COMMERCIAL,AND,,,purposes),,HIGHWAY USE,,FROM,,ONLY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MUNICIPAL,,,,MUNICIPAL,,,2/,,,,PRIOR YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,16,,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama," 2,472,497 "," 2,662 "," 35,520 "," 38,182 "," 2,510,679 "," 68,845 "," 1,852 "," 70,697 "," 2,581,376 "," 3,023 "," 2,584,399 "," 774,381 "," 3,285,060 ",(4.9),," 70,697 "," 3,355,757 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska," 253,993 ", 337 ," 7,046 "," 7,383 "," 261,376 "," 25,499 ", 367 ," 25,866 "," 287,242 ",  -," 287,242 "," 244,816 "," 506,192 ",0.1 ,," 25,866 "," 532,058 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona," 2,612,309 "," 3,038 "," 35,650 "," 38,688 "," 2,650,997 "," 67,309 "," 1,859 "," 69,168 "," 2,720,165 ",  -," 2,720,165 "," 819,465 "," 3,470,462 ",(6.3),," 69,168 "," 3,539,630 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas," 1,347,393 "," 1,418 "," 24,972 "," 26,390 "," 1,373,783 "," 52,332 "," 1,302 "," 53,634 "," 1,427,417 ", 3 ," 1,427,420 "," 628,410 "," 2,002,193 ",(2.4),," 53,634 "," 2,055,827 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California," 14,566,523 "," 16,607 "," 204,867 "," 221,474 "," 14,787,997 "," 253,251 "," 10,681 "," 263,932 "," 15,051,929 ",  -," 15,051,929 "," 2,956,542 "," 17,744,539 ",(4.5),," 263,932 "," 18,008,471 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado ," 2,025,692 "," 2,267 "," 34,041 "," 36,308 "," 2,062,000 "," 37,885 "," 1,775 "," 39,660 "," 2,101,660 ",  -," 2,101,660 "," 582,806 "," 2,644,806 ",(1.8),," 39,660 "," 2,684,466 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut," 1,441,411 "," 1,617 "," 19,565 "," 21,182 "," 1,462,593 "," 35,906 "," 1,020 "," 36,926 "," 1,499,519 "," (5,355)"," 1,494,164 "," 296,093 "," 1,758,686 ",(4.1),," 36,926 "," 1,795,612 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware," 412,377 ", 453 ," 6,374 "," 6,827 "," 419,204 "," 23,813 ", 274 ," 24,087 "," 443,291 "," 2,308 "," 445,599 "," 66,169 "," 485,373 ",(4.0),," 24,087 "," 509,460 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dist. of Col.," 90,811 ", 257 ," 9,500 "," 9,757 "," 100,568 "," 5,547 ", 284 ," 5,831 "," 106,399 ", (23)," 106,376 "," 26,969 "," 127,537 ",(11.5),," 5,831 "," 133,368 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida," 7,759,919 "," 8,747 "," 134,409 "," 143,156 "," 7,903,075 "," 351,248 "," 4,836 "," 356,084 "," 8,259,159 ",  -," 8,259,159 "," 1,495,715 "," 9,398,790 ",(5.4),," 356,084 "," 9,754,874 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia," 4,604,968 "," 5,014 "," 57,069 "," 62,083 "," 4,667,051 "," 97,130 "," 2,975 "," 100,105 "," 4,767,156 ",  -," 4,767,156 "," 1,336,493 "," 6,003,544 ",(6.2),," 100,105 "," 6,103,649 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii," 421,435 ", 511 ," 9,603 "," 10,114 "," 431,549 "," 14,125 ", 501 ," 14,626 "," 446,175 ",  -," 446,175 "," 59,017 "," 490,566 ",(3.6),," 14,626 "," 505,192 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho," 607,783 ", 723 ," 12,942 "," 13,665 "," 621,448 "," 36,780 ", 675 ," 37,455 "," 658,903 ",  -," 658,903 "," 246,705 "," 868,153 ",(4.3),," 37,455 "," 905,608 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois," 4,743,056 "," 5,278 "," 88,502 "," 93,780 "," 4,836,836 "," 102,835 "," 4,614 "," 107,449 "," 4,944,285 "," (50,661)"," 4,893,624 "," 1,476,699 "," 6,313,535 ",(3.7),," 107,449 "," 6,420,984 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana," 2,919,936 "," 3,212 "," 47,819 "," 51,031 "," 2,970,967 "," 124,358 "," 2,493 "," 126,851 "," 3,097,818 ",  -," 3,097,818 "," 1,313,018 "," 4,283,985 ",(3.4),," 126,851 "," 4,410,836 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa," 1,469,448 "," 1,604 "," 29,363 "," 30,967 "," 1,500,415 "," 122,063 "," 1,531 "," 123,594 "," 1,624,009 ",  -," 1,624,009 "," 653,096 "," 2,153,511 ",(0.9),," 123,594 "," 2,277,105 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas," 1,231,393 "," 1,316 "," 27,173 "," 28,489 "," 1,259,882 "," 48,418 "," 1,417 "," 49,835 "," 1,309,717 ", 60 ," 1,309,777 "," 481,991 "," 1,741,873 ",(0.2),," 49,835 "," 1,791,708 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky," 2,054,231 "," 2,229 "," 34,347 "," 36,576 "," 2,090,807 "," 51,677 "," 1,791 "," 53,468 "," 2,144,275 ",  -," 2,144,275 "," 822,183 "," 2,912,990 ",(4.1),," 53,468 "," 2,966,458 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana," 2,058,048 "," 2,648 "," 34,066 "," 36,714 "," 2,094,762 "," 64,209 "," 1,776 "," 65,985 "," 2,160,747 ",  -," 2,160,747 "," 698,585 "," 2,793,347 ",(2.7),," 65,985 "," 2,859,332 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine," 626,812 ", 713 ," 9,681 "," 10,394 "," 637,206 "," 16,698 ", 505 ," 17,203 "," 654,409 "," 32,315 "," 686,724 "," 192,055 "," 829,261 ",(3.8),," 17,203 "," 846,464 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland," 2,597,294 "," 2,825 "," 27,174 "," 29,999 "," 2,627,293 "," 63,379 "," 1,417 "," 64,796 "," 2,692,089 "," 97,419 "," 2,789,508 "," 535,015 "," 3,162,308 ",(2.3),," 64,796 "," 3,227,104 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts  ," 2,720,595 "," 2,943 "," 34,649 "," 37,592 "," 2,758,187 "," 50,536 "," 1,806 "," 52,342 "," 2,810,529 ",  -," 2,810,529 "," 380,899 "," 3,139,086 ",(3.7),," 52,342 "," 3,191,428 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan," 4,383,644 "," 4,914 "," 65,007 "," 69,921 "," 4,453,565 "," 141,398 "," 3,389 "," 144,787 "," 4,598,352 ",  -," 4,598,352 "," 841,734 "," 5,295,299 ",(4.0),," 144,787 "," 5,440,086 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota," 2,459,548 "," 2,658 "," 43,377 "," 46,035 "," 2,505,583 "," 116,615 "," 2,261 "," 118,876 "," 2,624,459 ",  -," 2,624,459 "," 668,423 "," 3,174,006 ",(0.6),," 118,876 "," 3,292,882 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi," 1,579,704 "," 1,667 "," 25,600 "," 27,267 "," 1,606,971 "," 36,973 "," 1,335 "," 38,308 "," 1,645,279 ",  -," 1,645,279 "," 625,861 "," 2,232,832 ",(0.8),," 38,308 "," 2,271,140 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri," 3,084,642 "," 3,199 "," 45,783 "," 48,982 "," 3,133,624 "," 69,189 "," 2,387 "," 71,576 "," 3,205,200 ",  -," 3,205,200 "," 996,651 "," 4,130,275 ",(2.0),," 71,576 "," 4,201,851 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana," 448,563 ", 572 ," 10,083 "," 10,655 "," 459,218 "," 24,473 ", 526 ," 24,999 "," 484,217 ",  -," 484,217 "," 252,978 "," 712,196 ",(3.3),," 24,999 "," 737,195 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska," 786,964 ", 833 ," 17,809 "," 18,642 "," 805,606 "," 30,715 ", 928 ," 31,643 "," 837,249 ",  -," 837,249 "," 409,191 "," 1,214,797 ",(1.6),," 31,643 "," 1,246,440 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada," 1,084,125 "," 1,284 "," 13,629 "," 14,913 "," 1,099,038 "," 30,877 ", 711 ," 31,588 "," 1,130,626 ",  -," 1,130,626 "," 334,506 "," 1,433,544 ",(6.0),," 31,588 "," 1,465,132 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire," 690,811 ", 719 ," 9,242 "," 9,961 "," 700,772 "," 17,808 ", 482 ," 18,290 "," 719,062 ", 18 ," 719,080 "," 98,975 "," 799,747 ",(1.7),," 18,290 "," 818,037 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey," 4,142,285 "," 4,419 "," 49,472 "," 53,891 "," 4,196,176 "," 82,208 "," 2,579 "," 84,787 "," 4,280,963 ",  -," 4,280,963 "," 904,689 "," 5,100,865 ",(3.0),," 84,787 "," 5,185,652 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico," 872,668 "," 1,098 "," 16,274 "," 17,372 "," 890,040 "," 28,634 ", 848 ," 29,482 "," 919,522 ",  -," 919,522 "," 474,110 "," 1,364,150 ",(6.0),," 29,482 "," 1,393,632 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York," 5,366,558 "," 6,083 "," 101,882 "," 107,965 "," 5,474,523 "," 141,177 "," 5,312 "," 146,489 "," 5,621,012 "," 13,389 "," 5,634,401 "," 1,423,316 "," 6,897,839 ",(1.4),," 146,489 "," 7,044,328 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina," 4,155,551 "," 4,364 "," 89,508 "," 93,872 "," 4,249,423 "," 141,414 "," 2,872 "," 144,286 "," 4,393,709 ",  -," 4,393,709 "," 1,021,665 "," 5,271,088 ",(2.6),," 144,286 "," 5,415,374 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota," 328,699 ", 367 ," 8,083 "," 8,450 "," 337,149 "," 23,356 ", 421 ," 23,777 "," 360,926 ", 957 ," 361,883 "," 198,541 "," 535,690 ",4.7 ,," 23,777 "," 559,467 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio," 4,860,467 "," 5,195 "," 79,480 "," 84,675 "," 4,945,142 "," 124,572 "," 4,144 "," 128,716 "," 5,073,858 ",  -," 5,073,858 "," 1,514,164 "," 6,459,306 ",(1.7),," 128,716 "," 6,588,022 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma," 1,730,679 "," 1,833 "," 31,997 "," 33,830 "," 1,764,509 "," 72,482 "," 1,668 "," 74,150 "," 1,838,659 ", 9 ," 1,838,668 "," 907,062 "," 2,671,571 ",1.7 ,," 74,150 "," 2,745,721 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon," 1,431,405 "," 1,708 "," 25,670 "," 27,378 "," 1,458,783 "," 51,212 "," 1,338 "," 52,550 "," 1,511,333 ",  -," 1,511,333 "," 540,254 "," 1,999,037 ",(3.4),," 52,550 "," 2,051,587 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania," 4,831,859 "," 5,274 "," 100,042 "," 105,316 "," 4,937,175 "," 64,879 "," 3,766 "," 68,645 "," 5,005,820 ",  -," 5,005,820 "," 1,505,544 "," 6,442,719 ",(2.0),," 68,645 "," 6,511,364 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island," 382,590 ", 422 ," 10,951 "," 11,373 "," 393,963 "," 11,145 ", 420 ," 11,565 "," 405,528 "," 2,719 "," 408,247 "," 58,719 "," 452,682 ",0.2 ,," 11,565 "," 464,247 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina," 2,466,725 "," 2,586 "," 27,780 "," 30,366 "," 2,497,091 "," 76,598 "," 1,448 "," 78,046 "," 2,575,137 ",  -," 2,575,137 "," 677,961 "," 3,175,052 ",(0.2),," 78,046 "," 3,253,098 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota," 385,687 ", 449 ," 9,430 "," 9,879 "," 395,566 "," 21,266 ", 492 ," 21,758 "," 417,324 "," 4,221 "," 421,545 "," 205,692 "," 601,258 ",(1.5),," 21,758 "," 623,016 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee," 2,934,898 "," 3,247 "," 43,794 "," 47,041 "," 2,981,939 "," 90,412 "," 2,283 "," 92,695 "," 3,074,634 ",  -," 3,074,634 "," 1,002,931 "," 3,984,870 ",(2.6),," 92,695 "," 4,077,565 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas ," 11,501,311 "," 12,033 "," 152,134 "," 164,167 "," 11,665,478 "," 236,906 "," 7,932 "," 244,838 "," 11,910,316 ",  -," 11,910,316 "," 4,327,430 "," 15,992,908 ",(0.3),," 244,838 "," 16,237,746 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah," 995,653 "," 1,107 "," 19,969 "," 21,076 "," 1,016,729 "," 33,779 "," 1,041 "," 34,820 "," 1,051,549 ",  -," 1,051,549 "," 452,788 "," 1,469,517 ",(4.2),," 34,820 "," 1,504,337 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
