,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR-FUEL USE - 2006  1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVEMBER 2007,,,,,,,                      (THOUSANDS OF GALLONS),,,,,,,,,,TABLE MF-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COMBINED  GASOLINE AND GASOHOL,,,,,,,,,,,SPECIAL FUEL,SUMMARY OF TOTAL USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HIGHWAY USE,,,,,NONHIGHWAY USE,,,,,,,HIGHWAY,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,,PUBLIC USE,,,,,,,,LOSSES,,PRIVATE,,,,NON-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRIVATE,,"STATE,",,,PRIVATE,"STATE,",,TOTAL,ALLOWED  FOR,TOTAL,AND,,PERCENT,,HIGHWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AND,FEDERAL,"COUNTY,",,TOTAL,AND,"COUNTY,",TOTAL,USE,"EVAPORATION,",CONSUMPTION,COMMERCIAL,AMOUNT,CHANGE,,(GASOLINE,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COMMERCIAL,CIVILIAN,AND,TOTAL,,COMMERCIAL,AND,,,"HANDLING, ETC.",,HIGHWAY USE,,FROM,,ONLY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MUNICIPAL,,,,MUNICIPAL,,,2/,,,,PRIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama," 2,499,481 "," 2,674 "," 35,835 "," 38,509 "," 2,537,990 "," 86,653 "," 1,844 "," 88,497 "," 2,626,487 ", 562 ," 2,627,049 "," 824,496 "," 3,362,486 ",0.1 ,," 88,497 "," 3,450,983 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska," 254,031 "," 1,984 "," 6,977 "," 8,961 "," 262,992 "," 29,995 ", 364 ," 30,359 "," 293,351 ",  -," 293,351 "," 237,222 "," 500,214 ",0.3 ,," 30,359 "," 530,573 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona," 2,755,951 "," 2,975 "," 34,313 "," 37,288 "," 2,793,239 "," 75,753 "," 1,789 "," 77,542 "," 2,870,781 ",  -," 2,870,781 "," 886,254 "," 3,679,493 ",1.7 ,," 77,542 "," 3,757,035 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas," 1,321,505 "," 1,434 "," 24,797 "," 26,231 "," 1,347,736 "," 83,668 "," 1,293 "," 84,961 "," 1,432,697 "," 14,495 "," 1,447,192 "," 651,418 "," 1,999,154 ",(0.8),," 84,961 "," 2,084,115 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California," 15,291,419 "," 16,646 "," 201,875 "," 218,521 "," 15,509,940 "," 324,222 "," 10,525 "," 334,747 "," 15,844,687 ",  -," 15,844,687 "," 3,045,851 "," 18,555,791 ",(0.7),," 334,747 "," 18,890,538 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado ," 2,030,388 "," 2,263 "," 33,532 "," 35,795 "," 2,066,183 "," 74,618 "," 1,748 "," 76,366 "," 2,142,549 "," 21,642 "," 2,164,191 "," 582,166 "," 2,648,349 ",(0.2),," 76,366 "," 2,724,715 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut," 1,487,212 "," 1,660 "," 27,911 "," 29,571 "," 1,516,783 "," 45,818 "," 1,018 "," 46,836 "," 1,563,619 "," 3,256 "," 1,566,875 "," 302,684 "," 1,819,467 ",(3.0),," 46,836 "," 1,866,303 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware," 427,062 ", 445 ," 5,696 "," 6,141 "," 433,203 "," 20,830 ", 272 ," 21,102 "," 454,305 "," 4,580 "," 458,885 "," 70,459 "," 503,662 ",0.2 ,," 21,102 "," 524,764 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dist. of Col.," 115,342 "," 3,200 "," 5,362 "," 8,562 "," 123,904 "," 7,774 ", 280 ," 8,054 "," 131,958 ", 5 ," 131,963 "," 19,641 "," 143,545 ",(6.7),," 8,054 "," 151,599 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida," 8,243,734 "," 8,723 "," 116,065 "," 124,788 "," 8,368,522 "," 319,301 "," 4,746 "," 324,047 "," 8,692,569 ",  -," 8,692,569 "," 1,794,987 "," 10,163,509 ",0.7 ,," 324,047 "," 10,487,556 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia," 4,765,792 "," 5,143 "," 56,275 "," 61,418 "," 4,827,210 "," 152,187 "," 2,934 "," 155,121 "," 4,982,331 ",  -," 4,982,331 "," 1,567,130 "," 6,394,340 ",(4.0),," 155,121 "," 6,549,461 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii," 457,817 ", 491 ," 9,525 "," 10,016 "," 467,833 "," 9,980 ", 497 ," 10,477 "," 478,310 "," 4,826 "," 483,136 "," 53,710 "," 521,543 ",4.0 ,," 10,477 "," 532,020 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho," 594,408 ", 686 ," 12,761 "," 13,447 "," 607,855 "," 42,919 ", 665 ," 43,584 "," 651,439 "," 6,580 "," 658,019 "," 264,048 "," 871,903 ",4.0 ,," 43,584 "," 915,487 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois," 4,917,870 "," 5,307 "," 88,129 "," 93,436 "," 5,011,306 "," 165,633 "," 4,595 "," 170,228 "," 5,181,534 "," 8,290 "," 5,189,824 "," 1,535,719 "," 6,547,025 ",(0.1),," 170,228 "," 6,717,253 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana," 3,047,008 "," 3,237 "," 47,585 "," 50,822 "," 3,097,830 "," 89,210 "," 2,481 "," 91,691 "," 3,189,521 "," 32,237 "," 3,221,758 "," 1,358,806 "," 4,456,636 ",(0.8),," 91,691 "," 4,548,327 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa," 1,497,698 "," 1,599 "," 29,273 "," 30,872 "," 1,528,570 "," 141,861 "," 1,526 "," 143,387 "," 1,671,957 "," 1,231 "," 1,673,188 "," 605,515 "," 2,134,085 ",1.0 ,," 143,387 "," 2,277,472 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas," 1,213,253 "," 1,188 "," 27,035 "," 28,223 "," 1,241,476 "," 73,330 "," 1,409 "," 74,739 "," 1,316,215 "," 13,307 "," 1,329,522 "," 434,744 "," 1,676,220 ",(1.5),," 74,739 "," 1,750,959 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky," 2,073,364 "," 2,254 "," 34,189 "," 36,443 "," 2,109,807 "," 117,127 "," 1,782 "," 118,909 "," 2,228,716 ", 8 ," 2,228,724 "," 888,901 "," 2,998,708 ",(0.3),," 118,909 "," 3,117,617 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana," 2,490,018 "," 2,352 "," 34,376 "," 36,728 "," 2,526,746 "," 96,120 "," 1,792 "," 97,912 "," 2,624,658 "," (3,634)"," 2,621,024 "," 784,876 "," 3,311,622 ",13.2 ,," 97,912 "," 3,409,534 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine," 672,160 ", 736 ," 9,668 "," 10,404 "," 682,564 "," 21,393 ", 504 ," 21,897 "," 704,461 ", 2 ," 704,463 "," 188,426 "," 870,990 ",(2.4),," 21,897 "," 892,887 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland," 2,612,526 "," 2,804 "," 27,041 "," 29,845 "," 2,642,371 "," 73,320 "," 1,410 "," 74,730 "," 2,717,101 "," 53,853 "," 2,770,954 "," 562,925 "," 3,205,296 ",0.3 ,," 74,730 "," 3,280,026 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts  ," 2,726,392 "," 2,954 "," 34,415 "," 37,369 "," 2,763,761 "," 61,108 "," 1,794 "," 62,902 "," 2,826,663 ",  -," 2,826,663 "," 396,090 "," 3,159,851 ",(1.4),," 62,902 "," 3,222,753 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan," 4,628,632 "," 5,018 "," 64,831 "," 69,849 "," 4,698,481 "," 178,013 "," 3,380 "," 181,393 "," 4,879,874 ",  -," 4,879,874 "," 932,524 "," 5,631,005 ",(2.3),," 181,393 "," 5,812,398 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota," 2,457,634 "," 3,690 "," 42,912 "," 46,602 "," 2,504,236 "," 158,282 "," 2,237 "," 160,519 "," 2,664,755 "," 26,917 "," 2,691,672 "," 675,627 "," 3,179,863 ",(2.4),," 160,519 "," 3,340,382 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi," 1,536,407 "," 1,665 "," 35,623 "," 37,288 "," 1,573,695 "," 86,195 "," 1,333 "," 87,528 "," 1,661,223 "," 16,780 "," 1,678,003 "," 643,310 "," 2,217,005 ",1.5 ,," 87,528 "," 2,304,533 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri," 3,008,919 "," 3,225 "," 45,530 "," 48,755 "," 3,057,674 "," 129,260 "," 2,374 "," 131,634 "," 3,189,308 "," 31,851 "," 3,221,159 "," 1,077,474 "," 4,135,148 ",(0.8),," 131,634 "," 4,266,782 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana," 450,120 ", 563 ," 10,020 "," 10,583 "," 460,703 "," 37,118 ", 522 ," 37,640 "," 498,343 ",  -," 498,343 "," 259,569 "," 720,272 ",1.8 ,," 37,640 "," 757,912 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska," 751,368 ", 851 ," 17,768 "," 18,619 "," 769,987 "," 65,770 ", 926 ," 66,696 "," 836,683 ",  -," 836,683 "," 412,295 "," 1,182,282 ",(0.7),," 66,696 "," 1,248,978 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada," 1,119,495 "," 1,239 "," 13,298 "," 14,537 "," 1,134,032 "," 38,352 ", 693 ," 39,045 "," 1,173,077 ",  -," 1,173,077 "," 399,257 "," 1,533,289 ",4.8 ,," 39,045 "," 1,572,334 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire," 675,882 ", 711 ," 9,192 "," 9,903 "," 685,785 "," 31,486 ", 479 ," 31,965 "," 717,750 ",  -," 717,750 "," 102,060 "," 787,845 ",(0.6),," 31,965 "," 819,810 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey," 4,137,426 "," 4,435 "," 42,291 "," 46,726 "," 4,184,152 "," 94,494 "," 2,570 "," 97,064 "," 4,281,216 ",  -," 4,281,216 "," 968,042 "," 5,152,194 ",(0.0),," 97,064 "," 5,249,258 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico," 911,579 "," 1,081 "," 16,150 "," 17,231 "," 928,810 "," 36,557 ", 842 ," 37,399 "," 966,209 ",  -," 966,209 "," 520,578 "," 1,449,388 ",2.9 ,," 37,399 "," 1,486,787 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York," 5,494,613 "," 6,044 "," 101,669 "," 107,713 "," 5,602,326 "," 174,845 "," 5,301 "," 180,146 "," 5,782,472 "," 2,080 "," 5,784,552 "," 1,374,167 "," 6,976,493 ",(0.4),," 180,146 "," 7,156,639 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina," 4,102,692 "," 4,352 "," 103,910 "," 108,262 "," 4,210,954 "," 186,509 "," 2,826 "," 189,335 "," 4,400,289 "," 42,778 "," 4,443,067 "," 1,123,274 "," 5,334,228 ",(0.8),," 189,335 "," 5,523,563 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota," 307,616 "," 1,184 "," 8,077 "," 9,261 "," 316,877 "," 34,074 ", 421 ," 34,495 "," 351,372 ", 936 ," 352,308 "," 170,425 "," 487,302 ",(2.9),," 34,495 "," 521,797 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio," 4,885,123 "," 5,268 "," 79,365 "," 84,633 "," 4,969,756 "," 178,114 "," 4,138 "," 182,252 "," 5,152,008 "," 52,060 "," 5,204,068 "," 1,602,008 "," 6,571,764 ",(2.2),," 182,252 "," 6,754,016 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma," 1,674,848 "," 1,908 "," 31,796 "," 33,704 "," 1,708,552 "," 106,678 "," 1,658 "," 108,336 "," 1,816,888 "," 52,060 "," 1,868,948 "," 780,905 "," 2,489,457 ",(1.9),," 108,336 "," 2,597,793 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon," 1,482,710 "," 1,692 "," 25,382 "," 27,074 "," 1,509,784 "," 66,639 "," 1,323 "," 67,962 "," 1,577,746 ",  -," 1,577,746 "," 546,936 "," 2,056,720 ",0.4 ,," 67,962 "," 2,124,682 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania," 4,868,731 "," 5,377 "," 72,108 "," 77,485 "," 4,946,216 "," 127,515 "," 3,759 "," 131,274 "," 5,077,490 "," 25,438 "," 5,102,928 "," 1,603,146 "," 6,549,362 ",(1.8),," 131,274 "," 6,680,636 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island," 388,255 ", 400 ," 8,052 "," 8,452 "," 396,707 "," 10,861 ", 420 ," 11,281 "," 407,988 "," 10,408 "," 418,396 "," 57,676 "," 454,383 ",(1.5),," 11,281 "," 465,664 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina," 2,436,158 "," 2,509 "," 27,501 "," 30,010 "," 2,466,168 "," 88,816 "," 1,434 "," 90,250 "," 2,556,418 ",  -," 2,556,418 "," 707,354 "," 3,173,522 ",2.7 ,," 90,250 "," 3,263,772 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota," 372,465 "," 1,275 "," 9,386 "," 10,661 "," 383,126 "," 40,882 ", 489 ," 41,371 "," 424,497 "," 4,288 "," 428,785 "," 191,906 "," 575,032 ",(0.8),," 41,371 "," 616,403 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee," 2,961,629 "," 3,255 "," 43,288 "," 46,543 "," 3,008,172 "," 87,090 "," 2,257 "," 89,347 "," 3,097,519 "," 31,288 "," 3,128,807 "," 1,040,979 "," 4,049,151 ",(1.5),," 89,347 "," 4,138,498 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas ," 11,313,391 "," 11,847 "," 148,218 "," 160,065 "," 11,473,456 "," 329,017 "," 7,727 "," 336,744 "," 11,810,200 "," 31,288 "," 11,841,488 "," 4,053,917 "," 15,527,373 ",3.6 ,," 336,744 "," 15,864,117 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
